,betas,betas_std,pvalues,qvalues,reject
0,-0.0015728160773446557,-0.03789391381043207,0.4618746468499346,0.9991345000927048,0.0
1,-0.00457732543864825,-0.020537952245562374,0.6960752739491987,0.9991345000927048,0.0
2,-0.0039012711676039424,-0.056501746033415255,0.2651834449678387,0.9991345000927048,0.0
3,-0.0011715674525316633,-0.006307681504176918,0.9110872188536439,0.9991345000927048,0.0
4,-0.0048788550585726394,-0.02420353870536967,0.6667411232343818,0.9991345000927048,0.0
5,-0.0032957665381890353,-0.06398661680053803,0.2964066279390674,0.9991345000927048,0.0
6,-0.003409263641243736,-0.015687546088129584,0.7675349452935084,0.9991345000927048,0.0
7,0.012380814283794778,0.0557797567861508,0.2715977672542117,0.9991345000927048,0.0
8,0.009260431650431389,0.047668096567440796,0.4205513133003257,0.9991345000927048,0.0
9,0.001900190272299522,0.047337660195627504,0.3787924875688917,0.9991345000927048,0.0
10,0.01602717815972345,0.08266387383312698,0.1594917945435718,0.9991345000927048,0.0
11,0.003249613450917177,0.015924805592330664,0.7779118834390352,0.9991345000927048,0.0
12,-0.009918154171688134,-0.05067276053412921,0.3864693795933868,0.9991345000927048,0.0
13,0.012997418684798402,0.06291993751637406,0.26886357263358096,0.9991345000927048,0.0
14,-0.0021507172977588383,-0.03215098223351966,0.6101786004880838,0.9991345000927048,0.0
15,-0.002212283763234766,-0.011436850512580685,0.8434156908897334,0.9991345000927048,0.0
16,-0.0044089295636906296,-0.022106636268140616,0.6961680031541637,0.9991345000927048,0.0
17,-0.002501996869289318,-0.01230911558052937,0.8397212642409075,0.9991345000927048,0.0
18,0.006337724475920951,0.0313021309221641,0.5909798756280703,0.9991345000927048,0.0
19,-0.004428859868499259,-0.019977899490406875,0.7387028712542167,0.9991345000927048,0.0
20,-0.003238557884562241,-0.07321500287183288,0.22206840001067868,0.9991345000927048,0.0
21,-0.014399373989943641,-0.06700790520925891,0.21800200525908217,0.9991345000927048,0.0
22,-0.005536709407664146,-0.023672672015182583,0.6473358311194415,0.9991345000927048,0.0
23,-0.006886599177133397,-0.03507174639556938,0.5264280471089414,0.9991345000927048,0.0
24,0.0004908798601497635,0.0022725653030898837,0.965940245517193,0.9991345000927048,0.0
25,0.012111170413941283,0.053348876540848016,0.360770217894673,0.9991345000927048,0.0
