,betas,betas_std,pvalues,qvalues,reject
0,-0.004303825508089174,-0.10372697978873857,0.7289983137838039,0.9979341145769944,0.0
1,-0.011874484602389448,-0.05327895547889311,0.86261044860205,0.9979341145769944,0.0
2,0.0026787365123795044,0.03879009363534919,0.8961243718308464,0.9979341145769944,0.0
3,0.05542282994600726,0.29842416330758315,0.33341702230109893,0.9979341145769944,0.0
4,0.03093314840682662,0.1534522015424698,0.6187440311907912,0.9979341145769944,0.0
5,0.00516881699439916,0.10032543176194847,0.7441870534575774,0.9979341145769944,0.0
6,0.0003389085215925042,0.001559825858933661,0.995959923755896,0.9991084204598627,0.0
7,0.012832021305256694,0.0577981051064787,0.8502752804764836,0.9979341145769944,0.0
8,0.028583720506539956,0.14712554370387076,0.630860902800751,0.9979341145769944,0.0
9,-0.0009445078438870547,-0.023524341057269083,0.9389492232123764,0.9984736115959831,0.0
10,0.015296771267284931,0.07892091030423065,0.798182248846758,0.9979341145769944,0.0
11,0.06848006561189378,0.3356770841027049,0.2666730656816075,0.9909143899417543,0.0
12,0.12910107486560185,0.6598995323802119,0.033021948826317024,0.7194413134781492,0.0
13,0.05102685027902658,0.2470476652375847,0.4212350393376225,0.9979341145769944,0.0
14,0.00988960532834264,0.14783566956923905,0.6284591873730696,0.9979341145769944,0.0
15,0.06554257653148991,0.33881278238342477,0.269970979411575,0.9909143899417543,0.0
16,-0.007143613993226466,-0.03581790575206811,0.9075381468287174,0.9979341145769944,0.0
17,-0.0469683531627772,-0.23121377856919134,0.4530320830453404,0.9979341145769944,0.0
18,-0.029010661060256224,-0.1432359924293386,0.6396252981134843,0.9979341145769944,0.0
19,0.02737254020932317,0.1234959170732235,0.6911560494533334,0.9979341145769944,0.0
20,0.004974228099354633,0.11244253010757999,0.7166126462673843,0.9979341145769944,0.0
21,0.0031975280347176574,0.014880164331338985,0.9611044495450582,0.9986686750537304,0.0
22,0.10621499885915214,0.45419632557656053,0.12167365364671072,0.8759108096206194,0.0
23,0.04539728465894746,0.2313158011344217,0.4415825673789361,0.9979341145769944,0.0
24,0.03204679974522776,0.14842440590129358,0.6245478708399362,0.9979341145769944,0.0
25,0.12592162062004564,0.554657367571014,0.06400630668326274,0.8211934572298122,0.0
26,0.11225879499547757,0.5401876448525853,0.07376242278089568,0.8276837537995417,0.0
27,0.0001942024877462506,0.0027758537873400213,0.9925060726987416,0.9986686750537304,0.0
28,0.002482100239618923,0.014339611032899324,0.9626656855171496,0.9986686750537304,0.0
29,0.13664860494150963,0.6973760036236591,0.020799079372212374,0.6759700795969021,0.0
30,0.15922789411035654,0.8979686276103165,0.003523598540980874,0.44530486027744137,0.0
31,0.09583380050374049,0.5297991118813662,0.0861716009838336,0.834109341936348,0.0
32,0.15506586632128863,0.9075289591942632,0.0033694345591294503,0.44530486027744137,0.0
33,0.1105818631798765,0.6370545293994293,0.039100764594425345,0.7517389679274832,0.0
34,0.13130366977386249,0.7201096901781368,0.017709815356801155,0.6514980354408553,0.0
35,0.011597647949972895,0.3271763726649024,0.2922324633533708,0.9911686686641505,0.0
